model_name,wordsim_r,wordsim_p_r,wordsim_rho,wordsim_prho,wordsim_coverage,simlex_r,simlex_p_r,simlex_rho,simlex_prho,simlex_coverage,analogy_sem,analogy_sem_coverage,analogy_mor,analogy_mor_coverage,analogy_all,analogy_all_coverage
word2vec-google-news-300,0.6492705883063443,2.8227985571796803e-43,0.6941224810339759,1.2875059148745478e-51,0.9915014164305949,0.45392820971322656,6.173059312111877e-52,0.44196551091403796,5.068221892023143e-49,1.0,0.24579945799457995,0.4160559251324839,0.6584451460142068,0.9495081967213115,0.5483147692752784,0.7074293900941465
glove-wiki-gigaword-300,0.6040760918229033,1.752304746799622e-36,0.6085349998820805,3.879629536780527e-37,1.0,0.3889518792212926,1.987670608784201e-37,0.37050035710869067,7.320031040418577e-34,1.0,0.7743826812492953,1.0,0.6699765807962529,1.0,0.7173557101923864,1.0
fasttext-wiki-news-subwords-300,0.6994961691961966,3.6879716873534805e-53,0.6971897408681883,1.1154687390867571e-52,1.0,0.47306677781918316,7.587645809463622e-57,0.44090807476822663,9.055669361804216e-49,1.0,0.3758220502901354,0.5829293043184125,0.8745667447306792,1.0,0.7118333859261596,0.8107347523536635
